sheet,blend_key,blend_id,target_grade,n_comp,row,col,spec_axis,stated_weight,calc_weight,stated_bloom,calc_bloom,stated_viscosity,calc_viscosity,stated_t450,calc_t450,stated_t620,calc_t620,stated_moisture,calc_moisture,stated_so2,calc_so2,sheet_ord,blend_month,blend_day
715,715#715@r0c0,715,200,19,0,0,,10079.4,10079.4,209.619624184,209.61962418397923,4.972576145,4.972576145405481,83.025959879,83.02595987856421,95.569988293,95.56998829295395,,,,,85,7,15
716,716#716@r0c0,716,140,18,0,0,moisture,9617.2,9617.199999999999,149.266487127,149.2664871272304,3.780693549,3.7806935490579385,77.69968182,77.69968182007239,94.039007195,94.0390071954415,11.725346463,11.725346462587863,,,86,7,16
716,716#716@r0c10,716,140,22,0,10,moisture,10004.44,10004.44,143.488856948,143.48885694751527,3.634354946,3.6343549464037967,74.692174674,74.69217467444454,90.399056819,90.39905681877245,11.271495656,11.271495655928767,,,86,7,16
717,717#717@r0c0,717,240,10,0,0,,5068.0,5068.0,250.955777427,250.9557774269929,4.905481847,4.9054818468824,89.757876875,89.7578768745067,97.219834254,97.21983425414365,,,,,87,7,17
718,718#718@r0c0,718,140,21,0,0,moisture,10134.0,10134.0,149.589561871,149.58956187092954,3.81297612,3.8129761199921055,79.50875074,79.50875074008289,95.041715019,95.04171501874876,11.431696467,11.431696467337675,,,88,7,18
719,719#719@r0c0,719,160,19,0,0,moisture,10152.8,10152.8,170.112676306,170.11267630604365,3.994061343,3.9940613426837923,79.016019226,79.0160192262233,94.460470018,94.46047001812309,11.423771767,11.423771767394218,,,89,7,19
720,720#720@r0c0,720,140,21,0,0,moisture,10118.8,10118.800000000001,151.292325177,151.29232517689843,3.786298178,3.7862981776495235,80.854569712,80.85456971182353,95.653324505,95.653324504882,11.670199233,11.670199233110644,,,90,7,20
721,721#721@r0c0,721,140,19,0,0,moisture,10108.8,10108.8,149.789053102,149.78905310224758,3.834765749,3.8347657486546374,78.381388493,78.38138849319405,94.636548354,94.63654835390946,11.63990622,11.639906220322887,,,91,7,21
722,722#722@r0c0,722,140,17,0,0,moisture,9963.8,9963.8,149.554457135,149.55445713482808,3.804094823,3.804094823260202,78.214323852,78.2143238523455,94.996756258,94.99675625765272,11.61258295,11.612582950280014,,,92,7,22
723,723#723@r0c0,723,140,17,0,0,moisture,10154.4,10154.4,150.902412747,150.9024127471835,3.811564051,3.811564051051761,79.023623257,79.02362325691325,94.800206807,94.80020680690144,11.664029386,11.664029386275901,,,93,7,23
724,724#724@r0c0,724,180,18,0,0,,10013.8,10013.8,195.686524596,195.68652459605744,4.895024067,4.895024066787833,81.762092313,81.7620923126086,95.17521021,95.17521020991033,,,,,94,7,24
725,725#725@r0c0,725,200,18,0,0,moisture,9983.8,9983.8,216.166377532,216.1663775316012,4.90290751,4.90290751016647,82.44504297,82.44504296961078,95.34109257,95.34109256996335,11.359842144,11.359842144273726,,,95,7,25
801,801#801@r0c0,801,240,4,0,0,,5037.0,5037.0,257.050454636,257.05045463569587,4.92855946,4.92855945999603,90.852920389,90.8529203891205,98.213706571,98.21370657137184,,,,,96,8,1
802,802#802@r0c0,802,200,18,0,0,,10068.0,10068.0,216.102647994,216.10264799364322,4.973927294,4.973927294398093,81.511762018,81.51176201827573,94.796475963,94.79647596344856,,,,,97,8,2
803,803#803@r0c0,803,220,20,0,0,,10109.4,10109.4,236.58337389,236.58337388964728,4.973978475,4.973978475478268,84.51129246,84.51129246048232,96.114861416,96.11486141610779,,,,,98,8,3
804,804#804@r0c0,804,140,19,0,0,,10082.0,10082.0,157.148948621,157.1489486213053,3.891471732,3.891471731799246,79.593957548,79.59395754810554,95.103907955,95.10390795477088,,,,,99,8,4
805,805#805@r0c0,805,180,9,0,0,,5141.0,5141.0,197.783789146,197.78378914608052,4.597982105,4.597982104648901,82.445625365,82.44562536471504,95.432915775,95.43291577514103,,,,,100,8,5
806,806#806@r0c0,806,240,37,0,0,,3260.62,3260.62,196.625528274,196.6255282737639,4.39757954,4.397579540087468,81.82617907,81.82617907023818,95.357829493,95.35782949255051,,,,,101,8,6
806,806#806@r0c9,806,240,16,0,9,,10079.02,10079.02,256.870131223,256.8701312231516,4.886572286,4.886572285769331,85.991506714,85.99150671386934,96.63148064,96.63148064012826,,,,,101,8,6
807,807#807@r0c0,807,220,20,0,0,,10077.8,10077.8,236.003776618,236.00377661791265,4.964511104,4.9645111036138845,83.899531644,83.89953164381114,95.928093433,95.92809343309057,,,,,102,8,7
808,808#808@r0c0,808,220,19,0,0,,10242.2,10242.2,236.009490149,236.00949014860086,4.973200289,4.97320028900041,84.583337564,84.58333756419518,96.217117416,96.2171174161801,,,,,103,8,8
809,809#809@r0c0,809,200,18,0,0,,10037.4,10037.4,216.583591368,216.58359136828264,4.969451252,4.969451252316337,81.781228207,81.78122820650766,95.052089186,95.05208918644271,,,,,104,8,9
811,811#811@r0c0,811,180,21,0,0,,11062.6,11062.6,208.484923978,208.48492397808832,4.918860123,4.9188601232983205,81.115291161,81.11529116120984,94.564201906,94.5642019055195,,,,,105,8,11
812,812#812@r0c0,812,240,6,0,0,,2081.6,2081.6,256.299942352,256.2999423520369,4.933911414,4.933911414296695,90.869869331,90.86986933128364,98.031735204,98.03173520368948,,,,,106,8,12
813,813#813@r0c0,813,240,14,0,0,,9991.2,9991.2,254.919088798,254.91908879814235,4.900325086,4.900325086075747,87.706323565,87.70632356473696,96.413958283,96.41395828328929,,,,,107,8,13
814,814#814@r0c0,814,240,17,0,0,,10292.0,10292.0,258.896492421,258.8964924212981,4.883895647,4.883895647104548,88.376647882,88.37664788184998,97.466068791,97.4660687912942,,,,,108,8,14
815,815#815@r0c0,815,240,18,0,0,,10015.7,10015.7,254.053517977,254.05351797677648,4.911373044,4.911373044320417,86.242365486,86.24236548618669,96.498755953,96.49875595315353,,,,,109,8,15
816,816#816@r0c0,816,140,19,0,0,moisture,10045.2,10045.2,151.75523235,151.755232349779,3.814937483,3.8149374825787437,78.433906742,78.43390674152829,94.354935691,94.35493569067813,11.62087385,11.620873850197109,,,110,8,16
817,817#817@r0c0,817,140,18,0,0,moisture,9963.4,9963.4,152.266244455,152.26624445470424,3.803326375,3.8033263745307826,77.842788606,77.84278860629905,94.138888331,94.13888833129253,11.787170444,11.787170443824397,,,111,8,17
818,818#818@r0c0,818,240,21,0,0,,10025.2,10025.2,260.361738419,260.36173841918367,4.881761162,4.881761161872082,88.582304592,88.58230459242708,97.489426645,97.48942664485496,,,,,112,8,18
819,819#819@r0c0,819,200,19,0,0,,10005.6,10005.6,216.840245463,216.840245462541,4.956137163,4.956137163188614,82.196382026,82.1963820260654,95.101667066,95.10166706644279,,,,,113,8,19
820,820#820@r0c0,820,200,21,0,0,,10085.4,10085.4,216.011140857,216.0111408570805,4.97458901,4.974589009855832,83.139443155,83.13944315545244,95.642108394,95.64210839431257,,,,,114,8,20
901,901#901@r0c0,901,240,21,0,0,,10222.8,10222.8,257.83874281,257.838742810189,4.998969363,4.998969362601245,86.585362132,86.58536213170561,96.727288023,96.72728802285089,,,,,115,9,1
902,902#902@r0c0,902,120,14,0,0,,7967.6,7967.599999999999,137.563198454,137.56319845373764,3.321142879,3.3211428786585673,76.845280888,76.84528088759475,93.689243938,93.6892439379487,,,,,116,9,2
903,903#903@r0c0,903,200,10,0,0,moisture,5020.0,5020.0,218.778458167,218.77845816733065,4.935404382,4.935404382470121,82.967665339,82.96766533864542,95.699410359,95.69941035856573,11.775917928,11.775917928286853,,,117,9,3
904,904#904@r0c0,904,180,21,0,0,,9665.6,9665.6,201.993837941,201.99383794073827,4.954297095,4.954297094851846,83.840922447,83.84092244661478,96.015583099,96.01558309882469,,,,,118,9,4
905,905#905@r0c0,905,200,9,0,0,,5677.4,5677.4,219.200789094,219.2007890935992,4.91172121,4.9117212104132175,80.216031986,80.21603198647269,93.5252052,93.52520519956319,,,,,119,9,5
906,906#906@r0c0,906,140,19,0,0,moisture,10014.6,10014.6,151.378083997,151.37808399736383,3.836560422,3.836560421784195,77.746927486,77.74692748587063,94.364234218,94.36423421804164,11.720777465,11.720777464901245,,,120,9,6
907,907#907@r0c0,907,140,26,0,0,moisture,10084.32,10084.32,151.936018294,151.93601829374714,3.823424227,3.8234242269186223,80.59096062,80.59096062005172,95.624043069,95.6240430688435,11.661052386,11.661052386278897,,,121,9,7
908,908#908@r0c0,908,140,20,0,0,moisture,9949.2,9949.2,150.89250191,150.89250190970128,3.808332931,3.808332931290958,80.280782374,80.28078237446226,95.334312307,95.3343123065171,11.504055602,11.504055602460499,,,122,9,8
909,909#909@r0c0,909,180,21,0,0,,10031.8,10031.8,206.750429634,206.75042963376464,4.917403856,4.917403855738751,84.803409159,84.80340915887479,96.542506828,96.54250682828605,,,,,123,9,9
910,910#910@r0c0,910,160,24,0,0,moisture,10096.2,10096.2,172.463449615,172.46344961470652,3.963152671,3.9631526713020735,80.961666766,80.96166676571383,95.156007211,95.1560072106337,11.488745865,11.488745864780807,,,124,9,10
911,911#911@r0c0,911,160,24,0,0,moisture,10106.4,10106.4,173.070616639,173.07061663896144,4.003366184,4.003366183804323,79.610696193,79.61069619251168,94.502281722,94.50228172247289,11.599993469,11.599993469484684,,,125,9,11
912,912#912@r0c0,912,140,22,0,0,moisture,10104.2,10104.2,151.290922587,151.29092258664713,3.809253974,3.8092539735951383,78.251101522,78.25110152213931,94.146780547,94.14678054670334,11.382647216,11.382647216009183,,,126,9,12
913,913#913@r0c0,913,200,21,0,0,,10010.8,10010.8,217.744198266,217.74419826587288,4.963310225,4.963310224957047,81.475900028,81.4759000279698,94.702233588,94.70223358772526,,,,,127,9,13
914,914#914@r0c0,914,140,21,0,0,moisture,9717.4,9717.4,155.744151728,155.74415172782844,3.793780641,3.7937806409121784,77.739527034,77.73952703398028,94.131269681,94.13126968119045,11.848069442,11.848069442443451,,,128,9,14
915,915#915@r0c0,915,140,13,0,0,moisture,10082.2,10082.2,155.405324235,155.40532423479002,3.786266688,3.7862666878260693,79.824681121,79.82468112118387,95.050254905,95.0502549046835,11.804188173,11.804188173216161,,,129,9,15
916,916#916@r0c0,916,140,12,0,0,moisture,10054.6,10054.6,156.911027788,156.911027788276,3.796617469,3.7966174686213274,78.609878066,78.60987806576094,94.382290693,94.38229069281722,11.711023611,11.711023611083483,,,130,9,16
917,917#917@r0c0,917,160,21,0,0,moisture,10023.4,10023.4,175.628978191,175.62897819103299,3.909154179,3.909154179220624,79.137853423,79.1378534229902,94.350745256,94.35074525610072,11.776210667,11.776210667039129,,,131,9,17
918,918#918@r0c0,918,240,21,0,0,,10364.2,10364.2,255.870517744,255.87051774377179,4.946012813,4.946012813338221,85.607249957,85.6072499565813,96.080718242,96.08071824163949,,,,,132,9,18
101,101#20250919（禹王）@r0c0,20250919（禹王）,140,20,0,0,moisture,9735.0,9735.0,150.058463277,150.05846327683614,3.775309502,3.7753095017976372,77.811188495,77.8111884951207,93.470578326,93.47057832562918,11.473968772,11.473968772470469,,,133,10,1
102,102#20250920（禹王）@r0c0,20250920（禹王）,140,21,0,0,moisture,10108.6,10108.6,154.102269355,154.1022693548068,3.828153058,3.8281530577923744,77.982616782,77.98261678175018,93.613835744,93.61383574382208,11.544236393,11.544236392774469,,,134,10,2
103,103#20250921（禹王）@r0c0,20250921（禹王）,160,18,0,0,moisture,10046.8,10046.8,173.358796831,173.35879683083172,4.008448859,4.008448859338297,78.613582434,78.61358243420791,93.902247482,93.90224748178527,11.506638134,11.506638133535057,,,135,10,3
104,104#104@r0c0,104,200,21,0,0,,10098.0,10098.0,218.508976035,218.5089760348584,4.897890275,4.89789027530204,80.285836799,80.28583679936621,93.993495742,93.99349574173104,,,,,136,10,4
1005,1005#1005@r0c0,1005,200,21,0,0,moisture,10039.6,10039.6,218.945139249,218.94513924857566,4.907562652,4.907562651898482,80.796711024,80.7967110243436,93.572592534,93.57259253356708,11.669092195,11.669092194908163,,,137,10,5
1006,1006#1006@r0c0,1006,220,10,0,0,moisture,5177.4,5177.4,238.618387608,238.61838760767955,4.97039093,4.97039092981033,81.961142658,81.96114265847723,93.939398154,93.93939815351335,12.633953722,12.633953721945378,,,138,10,6
JK101,JK101#2510001@r0c0,2510001,240,31,0,0,so2,14624.0,14624.0,274.615868435,274.6158684354486,4.940299371,4.940299370897155,85.983777352,85.9837773522976,96.084545952,96.08454595185995,,,6.620371034,7.4154722374179425,139,10,1
JK102,JK102#2510002@r0c0,2510002,240,22,0,0,so2,10069.2,10069.2,270.778306122,270.77830612163825,4.896256704,4.896256703611011,87.517514798,87.5175147976006,96.634006674,96.63400667381718,,,7.293240774,7.293240773844992,140,10,2
JK103,JK103#2510003@r0c0,2510003,240,20,0,0,moisture,9846.2,9846.2,270.909973391,270.9099733907497,4.897018545,4.897018545225569,86.180583372,86.18058337226543,96.278676037,96.27867603745607,11.669337816,11.669337815603988,,,141,10,3
1007,1007#1007@r0c0,1007,180,4,0,0,,201.0,201.0,194.333333333,194.33333333333334,4.159004975,4.159004975124378,78.352238806,78.35223880597015,93.554228856,93.5542288557214,,,,,142,10,7
1008,1008#1008@r0c0,1008,180,19,0,0,,10116.2,10116.2,209.64554477,209.64554476977517,4.917045136,4.917045135525196,80.772367094,80.77236709436349,93.927029912,93.9270299124177,,,,,143,10,8
1009,1009#1009@r0c0,1009,180,21,0,0,,10023.4,10023.4,209.080573458,209.08057345810803,4.903137059,4.903137059281282,79.294698406,79.29469840573059,92.589797873,92.58979787297723,,,,,144,10,9
1010,1010#1010@r0c0,1010,240,22,0,0,so2,10069.2,10069.2,270.778306122,270.77830612163825,4.896256704,4.896256703611011,87.517514798,87.5175147976006,96.634006674,96.63400667381718,,,7.293240774,7.293240773844992,145,10,10
1011,1011#1011@r0c0,1011,100,13,0,0,,5078.2,5078.2,114.964420464,114.96442046394394,2.863305108,2.8633051081091727,69.292839983,69.29283998267103,88.059087866,88.05908786577922,,,,,146,10,11
1012,1012#1012@r0c0,1012,220,21,0,0,,10101.2,10101.2,236.272273433,236.27227343285946,4.919106047,4.919106046806319,81.305508256,81.30550825644477,93.775169287,93.7751692868174,,,,,147,10,12
1013,1013#1013@r0c0,1013,180,23,0,0,,10078.4,10078.4,210.034289173,210.0342891728846,4.899242538,4.899242538498174,79.09886093,79.0988609303064,92.914716622,92.914716621686,,,,,148,10,13
1014,1014#1014@r0c0,1014,200,21,0,0,,10134.0,10134.0,231.423824748,231.42382474837183,4.888027827,4.888027827116637,83.19074403,83.19074402999803,94.432050523,94.43205052299191,,,,,149,10,14
1015,1015#1015@r0c0,1015,200,22,0,0,,10072.2,10072.2,230.468775441,230.4687754413137,4.940697166,4.940697166458172,82.340447966,82.34044796568773,94.777818153,94.7778181529358,,,,,150,10,15
1101,1101#1101@r0c0,1101,200,18,0,0,,10035.6,10035.6,222.663531827,222.66353182669695,4.8804213,4.880421300171389,83.638588624,83.63858862449679,94.884961537,94.88496153692853,,,,,151,11,1
1102,1102#1102@r0c0,1102,160,18,0,0,,2296.2,2296.2,205.610125425,205.61012542461458,4.292407891,4.292407891298668,81.229422524,81.22942252417037,94.660356241,94.66035624074559,,,,,152,11,2
1102,1102#1102@r0c8,1102,160,16,0,8,,10017.2,10017.199999999999,177.740978517,177.7409785170392,3.879274947,3.8792749470225414,79.728431099,79.72843109847152,93.811485245,93.81148524543627,,,,,152,11,2
1103,1103#1103@r0c0,1103,240,23,0,0,,10093.4,10093.4,264.834436364,264.8344363643569,4.919286861,4.9192868607208675,82.708871144,82.70887114351953,93.99256742,93.99256742029445,,,,,153,11,3
1106,1106#1106@r0c0,1106,220,13,0,0,,6088.8,6088.8,240.93840494,240.9384049402181,4.959966167,4.959966167389305,82.164814085,82.16481408487715,93.497966759,93.49796675863881,,,,,154,11,6
1107,1107#1107@r0c0,1107,250,11,0,0,,3621.8,3621.8,262.712170744,262.712170743829,5.066947926,5.0669479264454145,88.215467447,88.21546744712575,96.200248495,96.20024849522336,,,,,155,11,7
1108,1108#1108@r0c0,1108,250,8,0,0,,3722.6,3722.6,263.450754849,263.4507548487616,5.075257078,5.075257078386074,83.263095686,83.263095685811,93.965690646,93.96569064632246,,,,,156,11,8
1109,1109#1109@r0c0,1109,250,14,0,0,,7237.8,7237.8,262.34583437,262.3458343695598,5.074854237,5.074854237475476,87.385186106,87.38518610627538,96.509074581,96.50907458067368,,,,,157,11,9
1110,1110#1109@r0c0,1109,250,13,0,0,,6060.6,6060.6,262.906715507,262.9067155067155,5.055907996,5.0559079959079956,86.747737848,86.74773784773784,96.85023925,96.85023925023924,,,,,158,11,10
1111-1112,1111-1112#1111@r0c0,1111,160,22,0,0,moisture,10012.2,10012.2,175.850818002,175.8508180020375,4.01383612,4.013836119933681,79.686354647,79.68635464733025,93.63030303,93.63030303030303,11.540436867,11.540436867022231,,,159,11,11
1111-1112,1111-1112#1112@r0c9,1112,140,22,0,9,moisture,10326.4,10326.4,156.91566083,156.91566083049273,3.788037457,3.788037457390766,78.425395104,78.4253951038116,93.59103463,93.59103462968703,11.972318136,11.972318136039666,,,159,11,11
1113,1113#1113@r0c0,1113,200,4,0,0,,2021.2,2021.2,227.008984762,227.0089847615278,4.641331882,4.641331882050267,83.783277261,83.78327726103305,93.762715219,93.76271521868198,,,,,160,11,13
1115-1114,1115-1114#1115@r0c0,1115,220,12,0,0,,10242.0,10242.0,237.671034954,237.67103495411055,4.889997461,4.889997461433314,84.341017379,84.34101737941808,95.373294278,95.37329427846124,,,,,161,11,15
1115-1114,1115-1114#1114@r0c9,1114,220,12,0,9,,10125.6,10125.6,238.851155487,238.85115548708225,4.914137829,4.9141378288694,83.979631824,83.97963182428695,95.108220747,95.1082207474125,,,,,161,11,15
1116,1116#1116@r0c0,1116,140,18,0,0,moisture,9813.2,9813.2,156.902168508,156.90216850772427,3.782900991,3.782900990502588,77.755965434,77.75596543431296,92.252547589,92.25254758896179,11.734843069,11.734843068519952,,,162,11,16
1117,1117#1117@r0c0,1117,140,18,0,0,moisture,10037.6,10037.6,157.55546545,157.55546544990833,3.835786841,3.8357868414760494,79.328961106,79.32896110624053,92.573611222,92.573611221806,11.6888031,11.68880310034271,,,163,11,17
1118,1118#1118@r0c0,1118,200,23,0,0,,10123.2,10123.2,219.176746483,219.17674648332542,4.890957405,4.890957404773194,81.555984274,81.55598427374743,93.767000553,93.76700055318476,,,,,164,11,18
1119,1119#1119@r0c0,1119,240,21,0,0,,10065.4,10065.4,266.407882449,266.40788244878496,4.913476265,4.913476265225426,89.67294494,89.6729449400918,97.366626264,97.36662626423193,,,,,165,11,19
1120-21,1120-21#1120@r0c0,1120,200,19,0,0,moisture,10134.0,10134.0,228.830422341,228.8304223406355,4.968751924,4.968751924215512,83.535818038,83.53581803828695,95.789613183,95.78961318334319,11.226434971,11.226434971383462,,,166,11,20
1120-21,1120-21#1121@r0c9,1121,200,15,0,9,moisture,10129.6,10129.6,228.570508214,228.57050821355233,4.9662423,4.9662422997946605,85.786441715,85.78644171536882,96.552849076,96.55284907597536,11.479383194,11.479383193808244,,,166,11,20
1122,1122#1122@r0c0,1122,240,23,0,0,,10133.4,10133.4,256.762373932,256.76237393175046,4.873866422,4.873866421931435,89.081917224,89.08191722422879,97.304505891,97.30450589140861,,,,,167,11,22
1123,1123#1123@r0c0,1123,240,21,0,0,,10101.6,10101.6,257.139581848,257.13958184842005,4.874405639,4.8744056387107,89.461823869,89.46182386948603,97.43151382,97.43151381959292,,,,,168,11,23
1124,1124#1124@r0c0,1124,160,20,0,0,moisture,10102.2,10102.2,178.304068421,178.30406842074,3.973020926,3.973020926134901,79.255247372,79.25524737185958,92.935041872,92.93504187206746,11.816933539,11.816933539229078,,,169,11,24
1125,1125#1125@r0c0,1125,160,21,0,0,moisture,9621.24,9621.24,178.974327218,178.97432721769752,3.9273482,3.9273482004398605,78.850766637,78.85076663714865,92.263195596,92.26319559640962,11.819940798,11.819940797651862,,,170,11,25
1105,1105#05@r0c0,05,160,18,0,0,moisture,10105.0,10105.0,185.678875804,185.6788758040574,3.848000198,3.848000197921821,79.758943097,79.75894309747649,92.546592776,92.54659277585354,11.823779911,11.823779910935182,,,171,11,5
1128,1128#1128@r0c0,1128,240,16,0,0,,10073.0,10073.0,262.028349052,262.028349051921,4.870884741,4.870884741387869,88.470316688,88.47031668817631,97.475729177,97.47572917700785,,,,,172,11,28
1129,1129#1129@r0c0,1129,140,12,0,0,,5127.2,5127.2,162.60974411,162.60974410984554,3.688220471,3.6882204712123574,80.116188173,80.11618817288188,94.487037759,94.48703775940085,,,,,173,11,29
JK1201,JK1201#12001@r0c0,12001,,15,0,0,,10093.8,10093.8,268.301159127,268.3011591273852,4.87102023,4.871020230240346,87.444375755,87.44437575541423,96.855027839,96.8550278388714,,,,,174,12,1
JK1201,JK1201#12002@r0c9,12002,,14,0,9,,10047.8,10047.8,267.295788133,267.2957881327256,4.866122335,4.866122335237565,85.918075599,85.91807559863851,96.149967157,96.1499671569896,,,,,174,12,1
JK1201,JK1201#12003@r34c0,12003,,7,34,0,,5030.0,5030.0,268.426361829,268.42636182902584,4.877422664,4.877422664015905,88.991829026,88.99182902584494,97.518576541,97.51857654075546,,,,,174,12,1
1202,1202#1202@r0c0,1202,,13,0,0,,10029.0,10029.0,210.297347692,210.29734769169409,4.883699272,4.883699272110879,84.450373916,84.45037391564463,96.020490577,96.02049057732576,,,,,175,12,2
1203,1203#1203@r0c0,1203,,14,0,0,,10169.6,10169.6,210.942328115,210.94232811516676,4.887886643,4.88788664254248,81.706275566,81.70627556639396,94.44842275,94.44842275015733,,,,,176,12,3
1204,1204#1204@r0c0,1204,160,5,0,0,moisture,4151.0,4151.0,176.807655987,176.80765598650927,3.94751867,3.947518670199952,83.024177307,83.02417730667308,95.216049145,95.21604914478439,11.620528547,11.62052854733799,,,177,12,4
1205-8,1205-8#1208@r0c0,1208,,11,0,0,,10130.2,10130.2,165.307802413,165.3078024125881,3.862173501,3.8621735010167617,80.020368798,80.02036879824682,93.945112634,93.94511263351167,,,,,178,12,5
1205-8,1205-8#1205@r0c9,1205,,3,0,9,,1060.2,1060.2,190.057819279,190.05781927938122,3.993023958,3.993023957743822,84.973005093,84.9730050933786,95.780041502,95.78004150160346,,,,,178,12,5
1205-8,1205-8#1206@r0c18,1206,,3,0,18,,1079.8,1079.8,164.487016114,164.4870161140952,3.715141693,3.715141692906094,82.859992591,82.8599925912206,94.852620856,94.85262085571402,,,,,178,12,5
1209粉,1209粉#1209粉@r0c0,1209粉,240,4,0,0,,1399.2,1399.2,259.870826186,259.8708261863922,4.894978559,4.894978559176672,86.649885649,86.64988564894225,95.887650086,95.88765008576328,,,,,179,12,9
Sheet15,Sheet15#None@r0c0,,,17,0,0,,9996.0,9996.0,163.746238495,163.74623849539816,3.680765906,3.680765906362545,83.13220088,83.13220088035214,95.17879952,95.17879951980792,,,,,180,,
1211,1211#1211@r0c0,1211,120,10,0,0,,5181.0,5181.0,140.012071029,140.01207102875892,3.416843467,3.4168434665122565,80.910337773,80.91033777263075,95.460266358,95.46026635784598,,,,,181,12,11
1212,1212#1212@r0c0,1212,220,28,0,0,,10091.4,10091.4,242.48271994,242.4827199397507,4.870621123,4.870621122936361,87.355219296,87.35521929563787,96.522855104,96.52285510434628,,,,,182,12,12
1213,1213#1213@r0c0,1213,220,3,0,0,,10173.0,10173.0,241.936254792,241.93625479209672,4.860039123,4.860039123169173,80.616471051,80.61647105082079,93.717410793,93.71741079327631,,,,,183,12,13
1214,1214#1214@r0c0,1214,160,25,0,0,moisture,10002.0,10002.0,182.368106071,182.36810607089242,3.886057115,3.886057114904919,81.226364801,81.22636480079674,94.428898186,94.42889818605939,11.714639972,11.714639972005598,,,184,12,14
1215,1215#1215@r0c0,1215,200,23,0,0,,10035.2,10035.2,226.875392618,226.87539261798466,4.871653181,4.8716531808035715,81.359099968,81.35909996811223,93.554725367,93.55472536670918,,,,,185,12,15
1216,1216#1216@r0c0,1216,240,10,0,0,,10012.4,10012.4,257.989576925,257.98957692461346,4.850310215,4.850310215332987,88.057716432,88.05771643162478,97.29587911,97.29587910990372,,,,,186,12,16
1217,1217#1217@r0c0,1217,160,21,0,0,moisture,10630.8,10630.8,178.64387064,178.6438706400271,3.882145464,3.882145464123114,84.37404899,84.37404898972797,94.982095421,94.98209542085263,11.822151672,11.822151672498777,,,187,12,17
1218,1218#1218@r0c0,1218,140,24,0,0,moisture,10098.4,10098.4,160.541341203,160.54134120256674,3.709229581,3.7092295809237106,79.144096094,79.14409609443081,93.416151073,93.41615107343738,11.699321675,11.69932167472075,,,188,12,18
1219,1219#1219@r0c0,1219,140,20,0,0,moisture,9349.4,9349.4,161.636045094,161.63604509380284,3.716086808,3.7160868077095857,81.127764349,81.12776434851435,94.301428969,94.30142896870387,11.893859071,11.893859071170343,,,189,12,19
1220,1220#1220@r0c0,1220,240,22,0,0,,10247.2,10247.2,263.512727379,263.5127273791865,4.907874932,4.907874931688656,88.661000078,88.6610000780701,97.096254587,97.09625458661877,,,,,190,12,20
1221,1221#1221@r0c0,1221,240,22,0,0,,10040.8,10040.8,256.970484424,256.97048442355197,4.881822166,4.881822165564498,87.122002231,87.12200223089793,96.485706318,96.48570631822166,,,,,191,12,21
1222粉,1222粉#1222粉@r0c0,1222粉,240,6,0,0,,2489.2,2489.2000000000003,256.100851679,256.10085167925433,4.854676201,4.854676201189137,89.776554716,89.77655471637473,97.359255986,97.3592559858589,,,,,192,12,22
1223-24,1223-24#1223@r0c0,1223,200,8,0,0,moisture,5186.4,5186.4,219.326314978,219.3263149776338,4.868616381,4.8686163813049514,86.429531081,86.42953108128953,96.546760759,96.54676075890792,12.469362178,12.469362178004012,,,193,12,23
1223-24,1223-24#1224@r0c8,1224,220,3,0,8,,1117.8,1117.8000000000002,249.458847737,249.4588477366255,4.134582215,4.134582215065307,88.487690106,88.4876901055645,97.707246377,97.70724637681158,,,,,193,12,23
1225,1225#1225@r0c0,1225,,3,0,0,,10050.0,10050.0,211.765671642,211.76567164179104,4.844079602,4.84407960199005,80.416915423,80.41691542288557,94.307462687,94.30746268656716,,,,,194,12,25
1228,1228#1228@r0c0,1228,,5,0,0,,10024.8,10024.8,228.7734678,228.77346779985635,4.827977416,4.8279774160082995,84.204429016,84.20442901604024,95.013364855,95.01336485515921,,,,,195,12,28
