sheet,blend_key,blend_id,target_grade,seq,ratio,batch_id,weight,bloom,viscosity,t450,t620,moisture,so2,lot_no,sheet_ord,blend_month,blend_day,line,lot_ym,batch_yy,lot_year,lot_month
JK4,JK4#401@r26c0,401,240,6,0.10429209555253448,C02A250091B1,537.0,273.9,5.52,89.6,98.0,,,25010233,52,4,1,A线,2501,25,2025,1
JK4,JK4#401@r26c0,401,240,7,0.09733928918236551,C02A250361E1,501.2,266.5,5.38,91.5,98.3,,,25020384,52,4,1,A线,2502,25,2025,2
JK4,JK4#401@r26c0,401,240,8,0.0944261021557584,C02A250811B1,486.2,273.8,4.46,92.2,98.4,,,25040256,52,4,1,A线,2504,25,2025,4
JK4,JK4#401@r26c0,401,240,9,0.03767721887745193,C02A250831A1,194.0,278.3,4.43,93.7,99.5,,,25040292,52,4,1,A线,2504,25,2025,4
JK4,JK4#401@r26c0,401,240,10,0.09388230724412507,C02A250831B1,483.4,273.7,4.29,93.4,99.2,,,25040293,52,4,1,A线,2504,25,2025,4
JK4,JK4#401@r26c0,401,240,11,0.09260050495241795,C02A250701B1,476.8,287.4,4.89,92.8,98.9,,,25040051,52,4,1,A线,2504,25,2025,4
JK4,JK4#402@r26c8,402,240,1,0.101727601446364,C02A241711B2,506.4,285.1,5.27,90.6,98.3,,,24120074,52,4,1,A线,2412,24,2024,12
JK4,JK4#402@r26c8,402,240,2,0.1042989152269988,C02A250011B3,519.2,273.3,5.68,88.1,97.8,,,25010014,52,4,1,A线,2501,25,2025,1
JK4,JK4#402@r26c8,402,240,3,0.10466050622740056,C02A250031C2,521.0,272.7,5.16,90.7,98.2,,,25010065,52,4,1,A线,2501,25,2025,1
JK4,JK4#402@r26c8,402,240,4,0.10405785456006428,C02A250051E1,518.0,275.8,5.0,91.1,98.4,,,25010122,52,4,1,A线,2501,25,2025,1
JK4,JK4#402@r26c8,402,240,5,0.10036159100040178,C02A250091B2,499.6,273.2,5.52,89.9,98.2,,,25010234,52,4,1,A线,2501,25,2025,1
JK4,JK4#402@r26c8,402,240,6,0.06874246685415829,C02A250271B1,342.2,276.9,4.55,89.3,97.3,,,25020117,52,4,1,A线,2502,25,2025,2
JK4,JK4#402@r26c8,402,240,7,,C02A250323A2,0.0,172.4,5.05,50.4,80.5,,,25020280,52,4,1,A线,2502,25,2025,2
JK4,JK4#402@r26c8,402,240,8,0.03495379670550422,C02A250441A1,174.0,282.0,4.86,90.9,98.5,,,25030077,52,4,1,A线,2503,25,2025,3
JK4,JK4#402@r26c8,402,240,9,0.048131779831257535,C02A250631A1,239.6,286.5,4.15,90.6,98.0,,,25030405,52,4,1,A线,2503,25,2025,3
JK4,JK4#402@r26c8,402,240,10,0.09742868621936521,C02A250771B1,485.0,268.4,4.29,93.0,98.9,,,25040178,52,4,1,A线,2504,25,2025,4
JK4,JK4#402@r26c8,402,240,11,0.0678585777420651,C02A241781B2,337.8,273.3,4.66,89.5,96.6,,,24120210,52,4,1,A线,2412,24,2024,12
JK4,JK4#402@r26c8,402,240,12,,C02A250691A1,0.0,275.5,4.26,92.6,98.5,,,25040034,52,4,1,A线,2504,25,2025,4
JK4,JK4#402@r26c8,402,240,13,0.10277219766974689,C02A250133B1,511.6,169.2,4.72,64.7,86.7,,,25010360,52,4,1,A线,2501,25,2025,1
JK4,JK4#402@r26c8,402,240,14,0.06500602651667337,C02A250271B2,323.6,277.7,4.61,90.1,97.9,,,25020118,52,4,1,A线,2502,25,2025,2
0411-13,0411-13#411@r0c0,411,240,1,0.7185280826339574,C02B241261E2,445.2,241.7,4.89,88.9,95.3,,,24090047,53,4,11,B线,2409,24,2024,9
0411-13,0411-13#411@r0c0,411,240,2,0.2814719173660426,C02B241291F3,174.4,271.7,5.0,94.4,98.5,,,24090125,53,4,11,B线,2409,24,2024,9
0411-13,0411-13#412@r25c0,412,240,1,0.5004920291281244,C02A250141C3,508.6,269.7,4.89,92.4,99.2,,,25010382,53,4,11,A线,2501,25,2025,1
0411-13,0411-13#412@r25c0,412,240,2,0.4995079708718756,C02A250141D1,507.6,265.0,4.89,92.2,99.1,,,25010383,53,4,11,A线,2501,25,2025,1
0411-13,0411-13#413@r36c0,413,220,1,0.32553426676492264,C02A250831C2,353.4,246.1,4.29,92.4,99.0,,,25040297,53,4,11,A线,2504,25,2025,4
0411-13,0411-13#413@r36c0,413,220,2,0.40401621223286666,C02A250841C2,438.6,246.0,4.32,91.8,98.8,,,25040318,53,4,11,A线,2504,25,2025,4
0411-13,0411-13#413@r36c0,413,220,3,0.2704495210022108,C02A250851D1,293.6,245.4,4.38,92.3,99.1,,,25040338,53,4,11,A线,2504,25,2025,4
414-16,414-16#414@r0c0,414,200,1,0.2958579881656805,403,1500.0,220.3,4.88,86.7,97.5,,,,54,4,14,其他,,,,
414-16,414-16#414@r0c0,414,200,2,0.04355029585798817,C02B241241C1,220.8,227.6,4.06,89.8,96.2,,,24090003,54,4,14,B线,2409,24,2024,9
414-16,414-16#414@r0c0,414,200,3,0.09913214990138068,C02B241261D1,502.6,234.9,4.34,88.9,95.2,,,24090044,54,4,14,B线,2409,24,2024,9
414-16,414-16#414@r0c0,414,200,4,0.10481262327416173,C02B241262A1,531.4,215.2,5.3,81.5,92.2,,,24090051,54,4,14,B线,2409,24,2024,9
414-16,414-16#414@r0c0,414,200,5,0.09818540433925049,C02B241261E1,497.8,241.1,4.86,89.0,95.4,,,24090046,54,4,14,B线,2409,24,2024,9
414-16,414-16#414@r0c0,414,200,6,0.10528599605522682,C02B241251F1,533.8,240.4,5.44,81.2,92.0,,,24090027,54,4,14,B线,2409,24,2024,9
414-16,414-16#414@r0c0,414,200,7,0.06094674556213018,C02A250753A1,309.0,191.5,4.49,84.1,97.1,,,25040153,54,4,14,A线,2504,25,2025,4
414-16,414-16#414@r0c0,414,200,8,0.09037475345167653,C02A250723A2,458.2,182.2,4.41,82.0,95.8,,,25040099,54,4,14,A线,2504,25,2025,4
414-16,414-16#414@r0c0,414,200,9,0.10185404339250492,C02A250672A3,516.4,204.7,4.69,86.2,97.4,,,25040004,54,4,14,A线,2504,25,2025,4
414-16,414-16#416@r0c10,416,200,1,0.40668591646671276,403,2000.0,220.3,4.88,86.7,97.5,,,,54,4,14,其他,,,,
414-16,414-16#416@r0c10,416,200,2,0.09463581276180405,C02B241261C1,465.4,246.0,4.41,88.5,95.0,,,24090042,54,4,14,B线,2409,24,2024,9
414-16,414-16#416@r0c10,416,200,3,0.04575216560250518,C02B241272B1,225.0,230.8,5.55,84.5,94.2,,,24090076,54,4,14,B线,2409,24,2024,9
414-16,414-16#416@r0c10,416,200,4,0.04506079954451177,C02B241261A1,221.6,185.3,3.53,81.8,92.7,,,24090040,54,4,14,B线,2409,24,2024,9
414-16,414-16#416@r0c10,416,200,5,0.03460897149131725,C02A250723A3,170.2,182.2,4.41,82.3,96.2,,,25040100,54,4,14,A线,2504,25,2025,4
414-16,414-16#416@r0c10,416,200,6,0.10281019968278499,C02A250772C2,505.6,196.8,4.46,86.4,97.4,,,25040189,54,4,14,A线,2504,25,2025,4
414-16,414-16#416@r0c10,416,200,7,0.0985399975598845,C02B241291E1,484.6,270.8,5.02,96.1,99.4,,,24090120,54,4,14,B线,2409,24,2024,9
414-16,414-16#416@r0c10,416,200,8,0.0920330228964171,C02A250693A2,452.6,170.2,4.23,81.4,96.0,,,25040045,54,4,14,A线,2504,25,2025,4
414-16,414-16#416@r0c10,416,200,9,0.07987311399406238,C02B241232B1,392.8,226.6,6.11,82.1,94.3,,,24070295,54,4,14,B线,2407,24,2024,7
414-16,414-16#415@r26c0,415,200,1,0.2897430944562488,403,1500.0,220.3,4.88,86.7,97.5,,,,54,4,14,其他,,,,
414-16,414-16#415@r26c0,415,200,2,0.07560363144678385,C02B241292A1,391.4,239.7,6.56,84.0,93.9,,,24090130,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,3,0.10365076299014873,C02B241261F1,536.6,229.0,5.24,87.3,94.9,,,24090049,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,4,0.058103148541626425,C02B241243A1,300.8,168.4,3.65,80.3,92.1,,,24090012,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,5,0.06358895112999807,C02B241291G4,329.2,258.8,5.68,91.8,97.3,,,24090129,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,6,0.09403129225420127,C02B241294A2,486.8,159.5,4.43,83.5,94.3,,,24090137,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,7,0.11319296890090787,C02B241241A1,586.0,224.9,3.7,88.9,95.5,,,24090001,54,4,14,B线,2409,24,2024,9
414-16,414-16#415@r26c0,415,200,8,0.09986478655592042,C02A250691C2,517.0,235.5,4.49,91.8,99.3,,,25040038,54,4,14,A线,2504,25,2025,4
414-16,414-16#415@r26c0,415,200,9,,C02A250852A1,0.0,209.4,4.72,85.4,96.0,,,25040339,54,4,14,A线,2504,25,2025,4
414-16,414-16#415@r26c0,415,200,10,,C02A250652A1,0.0,203.6,4.75,87.9,98.2,,,25030450,54,4,14,A线,2503,25,2025,3
414-16,414-16#415@r26c0,415,200,11,,C02A250692A1,0.0,207.4,4.69,88.9,98.6,,,25040040,54,4,14,A线,2504,25,2025,4
414-16,414-16#415@r26c0,415,200,12,,C02A250772B2,,200.7,5.02,84.8,96.9,,,25040187,54,4,14,A线,2504,25,2025,4
414-16,414-16#415@r26c0,415,200,13,0.10222136372416459,C02A250772C1,529.2,200.2,4.69,86.7,97.8,,,25040188,54,4,14,A线,2504,25,2025,4
417,417#417@r0c0,417,140,1,0.10082619339045289,C02A250124C2,527.2,112.8,2.99,69.7,89.9,,,25010339,55,4,17,A线,2501,25,2025,1
417,417#417@r0c0,417,140,2,0.08732405140758874,C02A250263B3,456.6,159.0,4.34,70.4,90.0,,,25020109,55,4,17,A线,2502,25,2025,2
417,417#417@r0c0,417,140,3,0.09290850673194614,C02A250614A1,485.8,168.5,4.06,84.1,96.9,,,25030379,55,4,17,A线,2503,25,2025,3
417,417#417@r0c0,417,140,4,0.10120869033047736,C02A250653A2,529.2,158.4,4.23,78.2,94.2,,,25030457,55,4,17,A线,2503,25,2025,3
417,417#417@r0c0,417,140,5,0.09069002447980416,C02A250653B1,474.2,155.4,4.11,77.5,94.0,,,25030458,55,4,17,A线,2503,25,2025,3
417,417#417@r0c0,417,140,6,0.04188341493268054,C02A250751D2,219.0,216.3,4.23,90.6,98.6,,,25040146,55,4,17,A线,2504,25,2025,4
417,417#417@r0c0,417,140,7,0.07910036719706243,C02A241854A1,413.6,124.7,3.24,55.0,82.4,,,24120403,55,4,17,A线,2412,24,2024,12
417,417#417@r0c0,417,140,8,0.09570073439412484,C02A250231D1,500.4,267.4,4.49,90.3,98.2,,,25020011,55,4,17,A线,2502,25,2025,2
417,417#417@r0c0,417,140,9,0.08877753977968175,C02A250531C1,464.2,259.3,4.23,87.2,98.2,,,25030226,55,4,17,A线,2503,25,2025,3
417,417#417@r0c0,417,140,10,0.09673347613219094,C02A250251D1,505.8,266.4,3.85,90.8,98.1,,,25020074,55,4,17,A线,2502,25,2025,2
417,417#417@r0c0,417,140,11,0.05320532435740514,C02A250844A2,278.2,140.1,3.21,78.3,95.0,,,25040330,55,4,17,A线,2504,25,2025,4
417,417#417@r0c0,417,140,12,0.07164167686658507,C02A250744A1,374.6,149.5,3.15,80.0,95.2,,,25040139,55,4,17,A线,2504,25,2025,4
501,501#501@r0c0,501,160,1,,C02A241654A2,0.0,134.9,3.49,82.6,95.5,,,24110485,56,5,1,A线,2411,24,2024,11
501,501#501@r0c0,501,160,2,0.10463235599054452,C02A250174B2,504.6,115.4,2.83,74.6,93.8,,,25010475,56,5,1,A线,2501,25,2025,1
501,501#501@r0c0,501,160,3,0.10371998507029402,C02A250213A2,500.2,175.1,5.16,70.1,89.9,,,25010587,56,5,1,A线,2501,25,2025,1
501,501#501@r0c0,501,160,4,0.10844772529341018,C02A250394C3,523.0,112.7,2.77,69.9,89.5,,,25030003,56,5,1,A线,2503,25,2025,3
501,501#501@r0c0,501,160,5,0.09389126197486833,C02A250394C4,452.8,112.9,2.77,69.9,89.3,,,25030004,56,5,1,A线,2503,25,2025,3
501,501#501@r0c0,501,160,6,0.10919421059179696,C02A250771C2,526.6,215.8,4.17,90.3,98.8,,,25040180,56,5,1,A线,2504,25,2025,4
501,501#501@r0c0,501,160,7,0.08576286650354581,C02A250851C2,413.6,242.9,4.41,91.8,98.9,,,25040337,56,5,1,A线,2504,25,2025,4
501,501#501@r0c0,501,160,8,0.10521295566706755,C02A241912A2,507.4,198.7,4.91,58.7,83.5,,,24120543,56,5,1,A线,2412,24,2024,12
501,501#501@r0c0,501,160,9,0.08655082320739849,C02A250231D3,417.4,243.8,4.75,89.4,97.6,,,25020013,56,5,1,A线,2502,25,2025,2
501,501#501@r0c0,501,160,10,0.10927715340272881,C02A250761C1,527.0,230.5,4.32,90.4,99.0,,,25040163,56,5,1,A线,2504,25,2025,4
501,501#501@r0c0,501,160,11,,C02A250671D1,0.0,207.4,4.46,88.6,98.0,,,25030488,56,5,1,A线,2503,25,2025,3
501,501#501@r0c0,501,160,12,0.09331066229834528,C02A250773A1,450.0,149.2,3.61,79.5,95.0,,,25040190,56,5,1,A线,2504,25,2025,4
501,501#501@r0c0,501,160,13,,C02A250783A1,0.0,146.1,3.67,80.1,95.3,,,25040210,56,5,1,A线,2504,25,2025,4
502,502#502@r0c0,502,140,1,0.027073904982156744,C02A241824C2,271.6,99.4,2.67,56.1,85.4,,,24120326,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,2,0.05315097988396899,C02A241844C1,533.2,93.7,2.61,54.8,81.4,,,24120380,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,3,0.02204988137722044,C02A241864B1,221.2,110.8,3.15,55.2,82.2,,,24120423,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,4,0.03642417113578819,C02A241864C2,365.4,118.5,3.24,49.6,78.6,,,24120425,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,5,0.049881377220439005,C02A241671B1,500.4,288.8,5.46,83.0,96.7,,,24110515,57,5,2,A线,2411,24,2024,11
502,502#502@r0c0,502,140,6,0.024900815407005724,C02A241691B1,249.8,282.3,4.82,90.9,98.2,,,24120037,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,7,0.0380190992643394,C02A241691D4,381.4,266.2,5.24,90.2,98.3,,,24120044,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,8,0.052752247851831184,C02A250222A1,529.2,206.1,4.61,89.6,98.3,,,25010605,57,5,2,A线,2501,25,2025,1
502,502#502@r0c0,502,140,9,0.04685101377619171,C02A250304C1,470.0,108.1,2.96,64.0,88.5,,,25020229,57,5,2,A线,2502,25,2025,2
502,502#502@r0c0,502,140,10,0.041826990171255414,C02A250513A2,419.6,141.2,3.46,81.4,96.7,,,25030201,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,11,0.049881377220439005,C02A250594A1,500.4,121.5,3.15,74.5,94.2,,,25030342,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,12,0.052373452421300266,C02A250594A2,525.4,121.4,3.28,77.7,96.1,,,25030343,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,13,0.036184931916505514,C02A250594B1,363.0,123.7,3.36,78.9,96.5,,,25030344,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,14,0.049323152375446086,C02A241901E1,494.8,272.0,5.6,86.5,96.9,,,24120511,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,15,0.042963376462848146,C02A241901E2,431.0,272.7,5.55,86.9,97.2,,,24120512,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,16,0.053131043282362095,C02A250624A1,533.0,124.5,3.36,79.8,95.5,,,25030400,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,17,0.07432365079048626,C02A250614B1,745.6,129.0,3.15,82.9,97.6,,,25030381,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,18,0.05053928507346638,C02A241884B1,507.0,134.3,3.49,53.9,80.4,,,24120476,57,5,2,A线,2412,24,2024,12
502,502#502@r0c0,502,140,19,0.048944356944915175,C02A250313A1,491.0,156.1,4.26,73.3,91.9,,,25020251,57,5,2,A线,2502,25,2025,2
502,502#502@r0c0,502,140,20,0.049442771985087425,C02A250664A2,496.0,126.8,2.99,71.7,91.0,,,25030480,57,5,2,A线,2503,25,2025,3
502,502#502@r0c0,502,140,21,0.05041966546382504,C02A250673A2,505.8,126.8,3.12,78.7,94.9,,,25040009,57,5,2,A线,2504,25,2025,4
502,502#502@r0c0,502,140,22,0.049542454993121876,C02A250763A2,497.0,136.9,3.36,83.2,96.9,,,25040173,57,5,2,A线,2504,25,2025,4
503,503#503@r0c0,503,140,1,0.049987008574340935,C02A251004A1,500.2,135.5,3.99,71.5,90.9,,,25050086,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,2,0.041012931465232945,C02A251004A2,410.4,135.3,3.7,70.8,90.7,,,25050087,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,3,0.042032258709251896,C02A250944A2,420.6,143.0,3.97,68.6,90.1,,,25040528,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,4,0.034717086722762976,C02A250904B1,347.4,98.6,2.67,73.9,94.5,,,25040443,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,5,0.05106629624447864,C02A250904C1,511.0,95.4,2.54,73.8,94.7,,,25040444,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,6,0.05250534647132892,C02A250904C2,525.4,85.2,2.44,73.9,95.0,,,25040445,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,7,0.0482681430256031,C02A250963A1,483.0,240.6,5.24,87.0,97.5,,,25040559,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,8,0.04892770771290948,C02A250963A2,489.6,223.7,5.49,83.1,95.5,,,25040560,58,5,3,A线,2504,25,2025,4
503,503#503@r0c0,503,140,9,0.030020186676793313,C02A250964A3,300.4,151.3,3.77,75.3,93.6,,,25050004,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,10,0.029980213059380808,C02A250964B1,300.0,119.7,3.12,74.7,93.0,,,25050005,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,11,0.03867447484660124,C02A250964B2,387.0,116.4,3.12,74.5,92.2,,,25050006,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,12,0.03287830032178762,C02A250964C1,329.0,113.0,3.03,74.4,93.2,,,25050007,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,13,0.04640936981592149,C02A250972A2,464.4,223.7,4.49,85.9,96.7,,,25050015,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,14,0.0500469690004597,C02A250972B1,500.8,226.6,5.3,83.6,95.9,,,25050016,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,15,0.049807127295984646,C02A250964A1,498.4,195.5,4.72,75.6,92.2,,,25050002,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,16,0.04746867067735294,C02A250964A2,475.0,166.4,4.17,74.8,92.3,,,25050003,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,17,0.04732876301640917,C02A250984C1,473.6,138.6,3.21,79.0,94.4,,,25050048,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,18,0.0433713748925709,C02A250984C2,434.0,137.3,3.21,78.9,94.1,,,25050049,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,19,0.0459296864069714,C02A250984B1,459.6,121.1,3.12,82.0,96.6,,,25050047,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,20,0.04898766813902824,C02A250974C1,490.2,124.1,2.96,79.1,95.5,,,25050026,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,21,0.03447724501828793,C02A250974C2,345.0,120.6,2.7,77.5,94.9,,,25050027,58,5,3,A线,2505,25,2025,5
503,503#503@r0c0,503,140,22,0.03597625567125697,,360.0,155.0,3.7,76.0,92.0,,,,58,5,3,无批号(计划/虚拟行),,,,
503,503#503@r0c0,503,140,23,0.050126916235284716,C02A241741C2,501.6,278.4,5.35,88.3,96.9,,,24120136,58,5,3,A线,2412,24,2024,12
504,504#504@r0c0,504,120,1,0.04133333333333333,C02A250654A3,415.4,129.0,3.4,78.8,95.0,,9.0,25030461,59,5,4,A线,2503,25,2025,3
504,504#504@r0c0,504,120,2,0.05343283582089552,C02A250764A1,537.0,120.9,2.9,78.0,94.2,,9.2,25040175,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,3,0.06043781094527363,C02A250764A2,607.4,123.1,2.96,78.0,94.3,,9.2,25040176,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,4,0.05327363184079602,C02A250344C2,535.4,90.5,2.51,57.5,82.1,,8.1,25020345,59,5,4,A线,2502,25,2025,2
504,504#504@r0c0,504,120,5,0.07944278606965174,C02A250754B1,798.4,116.9,2.8,75.5,94.6,,11.5,25040158,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,6,0.050587064676616916,C02A250763B1,508.4,137.5,3.31,83.2,96.8,,10.2,25040174,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,7,0.03160199004975125,C02A250752C3,317.6,222.6,5.16,86.7,97.8,,9.9,25040152,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,8,0.05172139303482587,C02A250954A2,519.8,128.1,3.58,80.0,95.9,,11.5,25040546,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,9,0.04618905472636816,C02A250992A2,464.2,190.1,4.69,88.7,98.3,,11.0,25050058,59,5,4,A线,2505,25,2025,5
504,504#504@r0c0,504,120,10,0.05492537313432836,24LMB0824E1,552.0,93.3,3.09,75.1,93.2,,6.4,24050381,59,5,4,LMB(外购/旧料),2405,,2024,5
504,504#504@r0c0,504,120,11,0.031900497512437814,C02A250864B2,320.6,108.6,2.83,76.8,94.0,,11.2,25040367,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,12,0.05178109452736318,C02A250954A1,520.4,130.5,3.65,80.0,95.9,,11.5,25040545,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,13,0.04953233830845771,C02A250344A1,497.8,151.6,3.94,74.3,92.2,,8.1,25020340,59,5,4,A线,2502,25,2025,2
504,504#504@r0c0,504,120,14,0.0506865671641791,C02A250293A3,509.4,148.3,3.91,64.3,88.1,,6.5,25020200,59,5,4,A线,2502,25,2025,2
504,504#504@r0c0,504,120,15,0.027422885572139306,C02A250794B2,275.6,111.3,2.83,78.4,95.6,,11.0,25040236,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,16,0.051144278606965174,C02A250784A1,514.0,114.1,2.9,77.8,95.3,,9.4,25040212,59,5,4,A线,2504,25,2025,4
504,504#504@r0c0,504,120,17,0.03327363184079602,C02A251004B1,334.4,123.8,3.36,75.2,94.3,,9.4,25050088,59,5,4,A线,2505,25,2025,5
504,504#504@r0c0,504,120,18,0.049850746268656716,C02A251024A2,501.0,125.3,3.24,77.1,94.5,,11.2,25050130,59,5,4,A线,2505,25,2025,5
504,504#504@r0c0,504,120,19,0.051621890547263675,C02A250013A2,518.8,165.8,4.32,63.3,86.1,,6.5,25010027,59,5,4,A线,2501,25,2025,1
504,504#504@r0c0,504,120,20,0.04692537313432836,C02A251024A3,471.6,125.9,3.18,77.0,94.3,,11.2,25050131,59,5,4,A线,2505,25,2025,5
504,504#504@r0c0,504,120,21,0.03291542288557214,C02A251024B1,330.8,125.9,3.18,77.2,94.5,,11.2,25050132,59,5,4,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,1,0.0767411823149528,C02A251053A1,772.4,177.7,4.26,84.0,96.2,12.19,,25050168,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,2,0.04596125186289121,C02A250283C1,462.6,105.1,2.8,61.0,87.4,9.9,,25020173,60,6,1,A线,2502,25,2025,2
601-2,601-2#601@r0c0,601,160,3,0.05414803775459513,C02A250343A2,545.0,179.4,5.35,70.6,90.7,11.27,,25020337,60,6,1,A线,2502,25,2025,2
601-2,601-2#601@r0c0,601,160,4,0.05029309488325882,C02A250102C2,506.2,225.7,5.63,68.2,87.1,9.25,,25010274,60,6,1,A线,2501,25,2025,1
601-2,601-2#601@r0c0,601,160,5,0.04824639841033284,C02A251001B3,485.6,269.1,4.32,92.7,98.8,12.35,,25050074,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,6,0.02509687034277198,C02A250981E2,252.6,226.9,4.32,90.8,98.9,11.72,,25050036,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,7,0.030124192747143567,C02A251002B2,303.2,212.7,5.02,76.7,92.3,8.92,,25050083,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,8,0.053214108296075514,24LMB0224B2,535.6,91.6,2.64,85.3,97.9,11.4,,24020032,60,6,1,LMB(外购/旧料),2402,,2024,2
601-2,601-2#601@r0c0,601,160,9,0.05208147044212619,C02A250324C2,524.2,120.5,2.77,66.4,89.0,11.59,,25020287,60,6,1,A线,2502,25,2025,2
601-2,601-2#601@r0c0,601,160,10,0.06318926974664679,C02A250512A1,636.0,242.5,4.46,88.7,98.3,10.36,,25030196,60,6,1,A线,2503,25,2025,3
601-2,601-2#601@r0c0,601,160,11,0.02136115250869349,C02A250494G2,215.0,135.9,2.87,78.9,96.1,11.34,,25030178,60,6,1,A线,2503,25,2025,3
601-2,601-2#601@r0c0,601,160,12,0.039264778936910084,C02A250634A2,395.2,106.6,2.77,69.3,89.9,12.07,,25030423,60,6,1,A线,2503,25,2025,3
601-2,601-2#601@r0c0,601,160,13,0.05156482861400894,C02A250244C2,519.0,118.6,3.12,66.8,88.3,9.93,,25020061,60,6,1,A线,2502,25,2025,2
601-2,601-2#601@r0c0,601,160,14,0.05047193243914556,C02A250693A1,508.0,176.7,4.32,82.6,96.3,11.03,,25040044,60,6,1,A线,2504,25,2025,4
601-2,601-2#601@r0c0,601,160,15,0.07743666169895679,C02A251051D1,779.4,213.9,4.32,91.1,98.7,12.53,,25050164,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,16,0.055558867362146054,24LMB0992A1,559.2,252.3,5.57,76.3,91.0,11.22,,24060244,60,6,1,LMB(外购/旧料),2406,,2024,6
601-2,601-2#601@r0c0,601,160,17,0.08288127173373075,C02A251062A1,834.2,206.6,3.89,86.1,96.5,10.71,,25050176,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,18,0.04260307998012916,C02A250974A2,428.8,127.6,3.18,79.7,95.6,11.11,,25050024,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,19,0.029408842523596622,C02A250974B1,296.0,125.3,3.12,79.9,95.5,11.57,,25050025,60,6,1,A线,2505,25,2025,5
601-2,601-2#601@r0c0,601,160,20,0.05035270740188773,C02A250983A1,506.8,162.7,4.03,81.8,96.0,11.94,,25050042,60,6,1,A线,2505,25,2025,5
601-2,601-2#602@r0c10,602,140,1,0.04131404677590381,C02A251013A1,413.0,179.6,4.52,82.1,95.9,11.63,,25050103,60,6,1,A线,2505,25,2025,5
601-2,601-2#602@r0c10,602,140,2,0.03129063881719785,C02A251013A2,312.8,170.2,4.43,81.5,95.6,11.85,,25050104,60,6,1,A线,2505,25,2025,5
